YB1950,Sample,Aulacoseira italica,Cyclotella cf. elgeri,Cyclotella michiganiana,Cyclotella bodanica var. lemanica,Fragilaria capucina vaucheriae,Fragilaria crotonensis,Fragilaria parasitica,Psuedostaurosira brevistriata,Staurosira construens construens,Staurosirella leptostauron,Staurosirella pinnata,Synedra ulna ulna,Tabellaria flocculosa,Acnanthidium minutissimum,Cocconeis placentula v. lineata,Aneumastus tuscula,Anomoeoneis costata,Anomoeoneis sphaerophora ,Anomoeoneis sphaerophora f. sculpta,Brachysira vitrea,Caloneis molaris,Caloneis pulchra,Caloneis silicula,Caloneis thermalis,Caloneis undulata,Craticula cuspidata v. ambigua,Craticula cuspidata v. cuspidata,Craticula halophila,Diploneis oblongella,Diploneis cf. parma,Hippodonta capitata v. capitata,Hippodonta capitata v. hungarica,Luticola mutica,Luticola nivalis,Mastogloia grevillei,Mastogloia smithii v. lacustris,Navicula abiskoensis,Navicula cryptocephala,Navicula digitoradiata,Navicula diluviana,Navicula gysingensis? (festiva?),Navicula lanceolata v. lanceolata,Navicula cf. oblonga (microstauron),Navicula nivalis,Navicula menisculus v. menisculus,Navicula veneta,Neidium ampliatum,Pinnularia appendiculata,Pinnularia borealis v. rectangularis,Pinnularia brebissoni ,Pinnularia divergentissima,Pinnularia streptoraphe v. minor,Sellaphora bacillum,Sellaphora laevissima,Sellaphora pupula v. rectangularis,Stauroneis phonecitron v. gracillis,Amphora coffeiformis,Amphora libyca,Amphora pediculus,Amphora subcapitata,Amphora veneta,Cymbella affinis,Cymbella cistula,Cymbella cymbiformis,Cymbella delicatula,Cymbella ehrenbergii,Cymbella cf. hybrida,Cymbella leptoceros,Cymbella mexicana,Cymbella proxima,Cymbella subaequalis,Encyonema evergladianum,Encyonema mesiana,Encyonema minuta,Encyonema muellerii,Encyonema norwegica,Encyonema silesiaca,Encyonopsis angustata (lanceolate),Encyonopsis angustata (descripta),Encyonopsis cesatii,Encyonopsis falaisensis,Encyonopsis microcephala,Gomphonema angustum,Gomphonema clavatum,Gomphonema minutum,Gomphonema parvulum v. parvulum,Gomphonema subtile,Navicella pusilla,Entomoeoneis elata,Hantzschia amphioxys,Nitzschia alpina,Nitzschia amphibia f. amphibia,Nitzschia fonticola,Nitzschia frustulum v. bulnheimiana,Nitzschia gisela,Nitzschia palea,Nitzschia perminuta,Nitzschia subacicularis,Nitzschia vitrea,Epithemia adnata,Epithemia argus,Epithemia sorex,Epithemia turgida,Epithemia turgida v. granulata,Denticula kuetzingii,Rhopalodia gibba,Surrirellales,Surirella brebissoni,Surirella linearis constricta
-5978.65,Foy-663,0,0,0,0,0.055016181,0,0,0,0,0,0,0,0,0,0.022653722,0,0.029126214,0,0,0,0,0,0,0,0,0,0,0.009708738,0,0,0,0,0.003236246,0,0.003236246,0,0,0,0,0,0,0,0,0,0,0,0.006472492,0,0,0.012944984,0,0,0,0,0,0,0,0.097087379,0,0.009708738,0,0.019417476,0.038834951,0.174757282,0,0,0,0.129449838,0,0,0.249190939,0.003236246,0,0,0,0.003236246,0.058252427,0,0.019417476,0,0,0,0,0,0,0,0,0,0,0.006472492,0,0,0,0,0,0,0,0,0,0.003236246,0.01618123,0,0,0,0,0,0,0.029126214,0
-5985.3,Foy-664,0,0,0,0,0.021538462,0,0,0,0,0,0,0,0,0,0.003076923,0,0.058461538,0,0,0,0,0,0,0,0,0,0,0.009230769,0,0,0,0,0.003076923,0,0,0,0,0.006153846,0,0,0,0,0.003076923,0,0,0,0.003076923,0,0,0.027692308,0,0,0,0,0.006153846,0,0,0.190769231,0,0.009230769,0,0.006153846,0.052307692,0.147692308,0,0,0,0.052307692,0,0,0.273846154,0.012307692,0,0,0,0.003076923,0.055384615,0,0.009230769,0,0,0,0,0.003076923,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0.009230769,0,0,0,0,0.003076923,0,0.027692308,0
-5991.94,Foy-665,0,0,0,0,0.124161074,0,0,0,0,0,0,0,0,0,0,0,0.023489933,0.003355705,0,0,0,0,0.003355705,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0.010067114,0,0,0,0.006711409,0,0.003355705,0.010067114,0,0,0,0,0.006711409,0,0,0.137583893,0,0,0,0,0.036912752,0.151006711,0,0,0,0.090604027,0,0,0.271812081,0.023489933,0,0,0,0.006711409,0.023489933,0.003355705,0.013422819,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0.026845638,0
-5998.56,Foy-666,0,0,0,0,0.042763158,0,0,0,0,0,0,0,0,0,0.009868421,0,0.013157895,0,0,0,0,0,0.006578947,0,0.003289474,0,0,0.003289474,0,0,0,0,0,0,0.003289474,0,0,0,0,0,0,0,0.016447368,0,0,0.009868421,0.003289474,0,0,0.003289474,0,0,0,0,0.009868421,0,0,0.092105263,0,0.013157895,0,0,0.029605263,0.105263158,0,0,0,0.125,0,0,0.371710526,0.039473684,0,0,0,0,0.032894737,0,0.006578947,0,0,0,0,0.009868421,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,0.032894737,0,0,0.003289474,0,0,0,0.006578947,0
-6008.48,Foy-667,0,0,0,0,0.045901639,0,0,0,0,0,0,0,0,0,0.003278689,0,0.019672131,0,0,0,0,0,0,0,0.003278689,0,0,0.009836066,0,0,0,0,0.003278689,0,0.003278689,0.006557377,0,0,0,0,0,0,0.013114754,0,0,0.003278689,0.006557377,0,0,0,0,0,0,0,0,0,0,0.140983607,0,0,0,0,0.026229508,0.232786885,0,0,0,0.075409836,0,0,0.28852459,0.006557377,0,0,0,0.006557377,0.02295082,0,0.02295082,0,0,0,0,0,0.006557377,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0.026229508,0,0,0,0,0.009836066,0,0.013114754,0
-6018.38,Foy-668,0,0,0,0,0.031884058,0,0,0,0,0,0,0,0,0,0.002898551,0,0.017391304,0,0,0,0,0,0,0,0,0,0,0.005797101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017391304,0,0,0,0.005797101,0,0,0.017391304,0,0,0,0,0,0,0,0.115942029,0,0.002898551,0,0,0.026086957,0.171014493,0,0,0,0.034782609,0,0,0.446376812,0,0,0,0.005797101,0.005797101,0.049275362,0.002898551,0.005797101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002898551,0,0,0.002898551,0,0,0,0.028985507,0
-6024.96,Foy-669,0,0,0,0,0.061046512,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0.005813953,0,0,0,0,0.00872093,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0.014534884,0,0,0,0.002906977,0,0,0.01744186,0,0,0,0,0.002906977,0,0,0.110465116,0,0,0,0,0.052325581,0.139534884,0.005813953,0,0,0.037790698,0,0,0.441860465,0.005813953,0,0,0,0,0.040697674,0,0.002906977,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0.014534884,0
-6031.53,Foy-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03986711,0,0,0,0,0,0,0,0,0,0,0.013289037,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0.023255814,0,0,0,0.003322259,0,0.003322259,0.006644518,0,0,0,0,0.003322259,0,0,0.073089701,0,0,0,0,0.03986711,0.122923588,0,0,0,0.129568106,0,0,0.508305648,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0.009966777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0.003322259,0
-6038.1,Foy-671,0,0,0,0,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0.110759494,0,0,0,0,0,0,0,0,0,0,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003164557,0,0,0.025316456,0,0,0,0,0,0,0,0.10443038,0,0,0,0,0.037974684,0.120253165,0,0,0,0.015822785,0,0,0.556962025,0,0,0,0,0,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006329114,0
-6044.65,Foy-672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0,0,0.003344482,0,0,0.006688963,0,0,0,0,0,0,0,0.133779264,0,0.006688963,0,0,0.023411371,0.157190635,0,0,0,0.016722408,0,0,0.45819398,0,0,0,0,0,0.006688963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010033445,0
-6051.2,Foy-673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0.230769231,0,0,0,0,0,0,0,0.003344482,0,0,0.006688963,0,0,0,0,0,0,0.003344482,0,0,0,0,0,0,0,0.003344482,0,0,0,0.006688963,0,0,0.033444816,0,0,0,0,0,0,0,0.217391304,0,0.003344482,0,0,0.006688963,0.123745819,0,0,0,0,0,0,0.344481605,0,0,0,0,0,0.010033445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0
-6057.74,Foy-674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216049383,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043209877,0,0,0,0,0,0,0,0.209876543,0,0.012345679,0,0,0.00308642,0.145061728,0,0,0,0.021604938,0,0,0.305555556,0,0,0,0,0.00308642,0.009259259,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0
-6064.26,Foy-675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27090301,0,0,0,0,0,0,0,0.006688963,0,0,0.006688963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013377926,0,0,0,0.010033445,0,0,0.023411371,0,0,0,0,0.003344482,0,0,0.180602007,0,0,0,0,0,0.107023411,0,0,0,0.016722408,0,0,0.337792642,0,0,0,0,0.003344482,0.013377926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006688963,0
-6070.79,Foy-676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092063492,0,0,0,0,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0.00952381,0,0,0,0,0,0,0,0.158730159,0,0.006349206,0,0,0.015873016,0.215873016,0,0,0,0.025396825,0,0,0.425396825,0.003174603,0,0,0,0,0.006349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0
-6077.3,Foy-677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.009375,0,0,0.028125,0,0,0,0,0.00625,0.003125,0,0.2125,0,0.00625,0,0,0.003125,0.165625,0.003125,0,0,0.034375,0,0,0.428125,0,0,0,0,0.0125,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0
-6083.8,Foy-678,0,0,0,0,0.006269592,0,0,0,0,0,0,0,0,0,0,0,0.128526646,0,0,0,0,0,0,0,0,0,0,0.009404389,0,0,0,0,0.006269592,0,0,0,0,0,0,0,0,0,0.003134796,0,0,0,0.02507837,0,0,0.02507837,0,0,0,0,0,0,0,0.150470219,0,0,0,0.003134796,0.009404389,0.141065831,0,0,0,0.047021944,0,0,0.401253918,0,0,0,0,0,0.021943574,0,0.003134796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003134796,0,0,0,0.015673981,0
-6090.3,Foy-679,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0.003322259,0,0.023255814,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0.009966777,0,0,0.029900332,0,0,0,0,0,0,0,0.255813953,0,0.003322259,0,0,0.026578073,0.119601329,0,0,0,0.033222591,0,0,0.431893688,0,0,0,0,0.013289037,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013289037,0
-6096.79,Foy-680,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0.037790698,0,0,0,0,0,0,0,0,0,0,0.005813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026162791,0,0,0.055232558,0,0,0,0,0,0,0,0.238372093,0,0.002906977,0,0,0.026162791,0.151162791,0,0,0,0.026162791,0,0,0.375,0,0,0,0,0.011627907,0.01744186,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020348837,0
-6103.28,Foy-681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0,0.016722408,0,0,0,0,0,0,0,0.247491639,0,0.003344482,0,0,0.033444816,0.073578595,0,0,0,0.036789298,0,0,0.43812709,0,0,0,0,0.003344482,0.036789298,0,0.006688963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023411371,0
-6109.76,Foy-682,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0.048701299,0,0,0,0,0,0.003246753,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0.016233766,0,0,0.016233766,0,0,0,0,0,0,0,0.253246753,0,0,0.003246753,0,0.016233766,0.084415584,0,0,0,0.00974026,0,0,0.467532468,0.00974026,0,0,0,0.012987013,0.022727273,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0,0,0,0.016233766,0
-6116.23,Foy-683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026229508,0,0,0,0,0,0,0,0,0,0,0.006557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009836066,0,0,0,0.009836066,0,0,0.02295082,0,0,0,0,0.003278689,0,0,0.154098361,0,0,0,0,0.042622951,0.055737705,0,0,0,0.06557377,0,0,0.573770492,0,0,0,0.003278689,0.003278689,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019672131,0
-6122.7,Foy-684,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0.003076923,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012307692,0,0,0,0.012307692,0,0,0.015384615,0,0,0,0,0,0,0,0.190769231,0,0,0,0,0.012307692,0.092307692,0,0,0,0.064615385,0,0,0.52,0.009230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615,0
-6129.16,Foy-685,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0.06875,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01875,0,0,0,0.0125,0,0,0.015625,0,0,0,0,0.00625,0,0,0.184375,0.003125,0,0.003125,0,0.01875,0.03125,0,0,0,0.0625,0,0,0.496875,0.003125,0,0,0,0.01875,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0
-6135.61,Foy-686,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0.006666667,0,0,0.01,0,0,0,0,0.01,0,0,0.173333333,0,0.013333333,0,0,0.026666667,0.076666667,0,0,0,0.126666667,0,0,0.426666667,0,0,0,0.003333333,0.006666667,0.026666667,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.026666667,0
-6142.06,Foy-687,0,0,0,0,0.131756757,0,0,0.010135135,0,0,0,0,0,0,0.013513514,0,0.003378378,0,0,0,0,0,0.003378378,0,0.006756757,0,0,0.02027027,0,0,0,0,0,0,0,0.006756757,0,0,0,0,0,0,0.006756757,0,0,0,0.006756757,0,0,0.006756757,0,0,0,0,0.010135135,0,0,0.074324324,0,0.013513514,0.003378378,0,0.02027027,0.030405405,0.006756757,0,0,0.108108108,0,0,0.341216216,0.016891892,0,0,0.003378378,0.027027027,0.054054054,0,0,0,0,0,0,0,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023648649,0,0,0.003378378,0,0.010135135,0,0.030405405,0
-6148.51,Foy-688,0,0,0,0,0.176282051,0,0,0,0,0,0,0,0,0,0.003205128,0,0.012820513,0,0,0,0,0,0,0,0.009615385,0,0,0.009615385,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0.006410256,0,0,0.009615385,0.009615385,0,0,0,0,0,0.003205128,0,0,0,0,0.073717949,0,0,0,0,0.032051282,0.125,0,0,0,0.115384615,0,0,0.298076923,0.006410256,0,0,0.009615385,0,0.025641026,0,0.003205128,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0.003205128,0,0.038461538,0
-6154.95,Foy-689,0,0,0,0,0.055727554,0,0,0,0.003095975,0,0,0,0,0,0.012383901,0,0.024767802,0,0,0,0,0,0,0,0.00619195,0,0,0,0,0,0,0,0,0,0.003095975,0.00619195,0,0,0,0,0,0,0.00619195,0,0,0.003095975,0.009287926,0,0,0.009287926,0,0,0,0,0.003095975,0,0,0.083591331,0,0.003095975,0,0,0.074303406,0.154798762,0,0,0.024767802,0.148606811,0,0,0.284829721,0.009287926,0,0,0.012383901,0,0.030959752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021671827,0,0,0,0,0,0,0.009287926,0
-6161.38,Foy-690,0,0,0,0,0.005970149,0,0,0.002985075,0,0,0,0,0,0,0.008955224,0,0.053731343,0,0,0,0,0,0,0.005970149,0.005970149,0,0,0.002985075,0,0,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0.011940299,0,0,0,0.005970149,0,0,0.011940299,0,0,0,0,0,0,0,0.110447761,0,0.008955224,0,0,0.041791045,0.110447761,0,0,0.014925373,0.134328358,0,0,0.414925373,0,0,0,0,0,0.020895522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0.014925373,0,0,0,0,0,0,0.005970149,0
-6167.81,Foy-691,0.006644518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109634551,0,0,0,0,0,0,0,0.003322259,0,0,0.009966777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013289037,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0,0.172757475,0,0,0,0,0.03986711,0.083056478,0,0,0.003322259,0.026578073,0,0,0.488372093,0,0,0,0,0,0.019933555,0,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013289037,0
-6174.24,Foy-692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061889251,0,0,0,0,0,0,0,0,0,0,0.009771987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013029316,0,0,0,0,0,0,0.026058632,0,0,0,0,0,0,0,0.159609121,0,0.006514658,0,0,0.019543974,0.13029316,0,0,0.003257329,0.045602606,0,0,0.478827362,0,0,0,0,0.003257329,0.016286645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058632,0
-6180.67,Foy-693,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0.108974359,0,0,0,0,0,0,0.003205128,0,0,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0.006410256,0,0,0.022435897,0,0,0,0,0,0,0,0.198717949,0,0,0,0,0.006410256,0.131410256,0,0,0.003205128,0.019230769,0.003205128,0,0.426282051,0.003205128,0,0,0,0,0.016025641,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028846154,0
-6187.09,Foy-694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389776,0,0.111821086,0,0,0,0,0,0,0,0,0,0,0.012779553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389776,0,0,0,0.006389776,0,0,0.025559105,0,0,0,0,0.003194888,0,0,0.239616613,0,0,0,0,0.025559105,0.102236422,0,0,0.006389776,0.015974441,0,0,0.38658147,0,0,0,0,0,0.03514377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015974441,0
-6193.51,Foy-695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043189369,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009966777,0,0,0,0.013289037,0,0.003322259,0.03986711,0,0,0,0,0,0,0,0.222591362,0,0,0,0,0.016611296,0.099667774,0,0,0.003322259,0.03654485,0,0,0.455149502,0,0,0,0.003322259,0,0.003322259,0,0.006644518,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029900332,0
-6199.92,Foy-696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067484663,0,0,0,0,0,0,0,0.003067485,0,0,0.006134969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015337423,0,0,0,0.021472393,0,0,0.024539877,0,0,0,0,0.003067485,0,0,0.248466258,0,0,0,0,0.030674847,0.09202454,0,0,0.015337423,0.042944785,0,0,0.392638037,0,0,0,0,0.003067485,0.030674847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003067485,0
-6206.33,Foy-697,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006734007,0,0,0,0.006734007,0,0,0.047138047,0,0,0,0,0,0,0,0.138047138,0,0.003367003,0,0,0.037037037,0.107744108,0,0,0.01010101,0.047138047,0,0,0.461279461,0,0,0,0.003367003,0.013468013,0.050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0
-6212.74,Foy-698,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0,0,0.003134796,0,0.018808777,0,0,0,0,0,0,0.003134796,0.003134796,0,0,0,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0,0,0.031347962,0,0,0,0.006269592,0,0,0.02507837,0,0,0,0,0.006269592,0,0,0.081504702,0,0,0,0,0.068965517,0.134796238,0,0,0.009404389,0.07523511,0,0,0.482758621,0,0,0,0,0.009404389,0.028213166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006269592,0
-6219.15,Foy-699,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0.058461538,0,0,0,0,0,0,0,0,0,0,0.006153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027692308,0,0,0,0.015384615,0,0,0.021538462,0,0,0,0,0,0,0,0.116923077,0,0,0,0,0.021538462,0.12,0,0,0.003076923,0.052307692,0,0,0.516923077,0,0,0,0.003076923,0.009230769,0.021538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0
-6225.56,Foy-700,0,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139318885,0,0,0,0,0,0,0,0,0,0,0.00619195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012383901,0,0,0,0,0,0,0.030959752,0,0,0,0,0,0,0,0.253869969,0,0,0,0,0.052631579,0.083591331,0,0,0.00619195,0.021671827,0,0,0.362229102,0,0,0,0,0.003095975,0.015479876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009287926,0
-6231.96,Foy-701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008823529,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.4,0,0,0,0,0.029411765,0.070588235,0,0,0.005882353,0.005882353,0,0,0.205882353,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023529412,0
-6238.36,Foy-702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078078078,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0.327327327,0,0,0,0,0.075075075,0.102102102,0,0,0,0.108108108,0.003003003,0,0.216216216,0,0,0,0.003003003,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021021021,0
-6244.77,Foy-703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031347962,0,0,0,0,0,0,0,0,0,0,0.006269592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012539185,0,0,0,0.003134796,0,0,0.009404389,0,0,0,0,0,0,0,0.244514107,0,0.003134796,0,0,0.081504702,0.153605016,0,0,0,0.106583072,0,0,0.24137931,0,0,0,0,0.006269592,0.031347962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009404389,0,0,0,0,0,0,0.059561129,0
-6251.17,Foy-704,0,0,0,0,0.016611296,0,0,0,0,0,0,0,0,0,0.009966777,0,0.03986711,0,0,0,0,0,0,0,0.006644518,0,0,0.006644518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0.003322259,0,0,0.026578073,0,0,0,0,0,0,0,0.112956811,0.006644518,0,0,0,0.059800664,0.219269103,0,0,0.009966777,0.096345515,0,0,0.249169435,0,0,0,0.006644518,0,0.03654485,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0.006644518,0,0,0,0.053156146,0
