YB1950,Sample,Aulacoseira italica,Cyclotella cf. elgeri,Cyclotella michiganiana,Cyclotella bodanica var. lemanica,Fragilaria capucina vaucheriae,Fragilaria crotonensis,Fragilaria parasitica,Psuedostaurosira brevistriata,Staurosira construens construens,Staurosirella leptostauron,Staurosirella pinnata,Synedra ulna ulna,Tabellaria flocculosa,Acnanthidium minutissimum,Cocconeis placentula v. lineata,Aneumastus tuscula,Anomoeoneis costata,Anomoeoneis sphaerophora ,Anomoeoneis sphaerophora f. sculpta,Brachysira vitrea,Caloneis molaris,Caloneis pulchra,Caloneis silicula,Caloneis thermalis,Caloneis undulata,Craticula cuspidata v. ambigua,Craticula cuspidata v. cuspidata,Craticula halophila,Diploneis oblongella,Diploneis cf. parma,Hippodonta capitata v. capitata,Hippodonta capitata v. hungarica,Luticola mutica,Luticola nivalis,Mastogloia grevillei,Mastogloia smithii v. lacustris,Navicula abiskoensis,Navicula cryptocephala,Navicula digitoradiata,Navicula diluviana,Navicula gysingensis? (festiva?),Navicula lanceolata v. lanceolata,Navicula cf. oblonga (microstauron),Navicula nivalis,Navicula menisculus v. menisculus,Navicula veneta,Neidium ampliatum,Pinnularia appendiculata,Pinnularia borealis v. rectangularis,Pinnularia brebissoni ,Pinnularia divergentissima,Pinnularia streptoraphe v. minor,Sellaphora bacillum,Sellaphora laevissima,Sellaphora pupula v. rectangularis,Stauroneis phonecitron v. gracillis,Amphora coffeiformis,Amphora libyca,Amphora pediculus,Amphora subcapitata,Amphora veneta,Cymbella affinis,Cymbella cistula,Cymbella cymbiformis,Cymbella delicatula,Cymbella ehrenbergii,Cymbella cf. hybrida,Cymbella leptoceros,Cymbella mexicana,Cymbella proxima,Cymbella subaequalis,Encyonema evergladianum,Encyonema mesiana,Encyonema minuta,Encyonema muellerii,Encyonema norwegica,Encyonema silesiaca,Encyonopsis angustata (lanceolate),Encyonopsis angustata (descripta),Encyonopsis cesatii,Encyonopsis falaisensis,Encyonopsis microcephala,Gomphonema angustum,Gomphonema clavatum,Gomphonema minutum,Gomphonema parvulum v. parvulum,Gomphonema subtile,Navicella pusilla,Entomoeoneis elata,Hantzschia amphioxys,Nitzschia alpina,Nitzschia amphibia f. amphibia,Nitzschia fonticola,Nitzschia frustulum v. bulnheimiana,Nitzschia gisela,Nitzschia palea,Nitzschia perminuta,Nitzschia subacicularis,Nitzschia vitrea,Epithemia adnata,Epithemia argus,Epithemia sorex,Epithemia turgida,Epithemia turgida v. granulata,Denticula kuetzingii,Rhopalodia gibba,Surrirellales,Surirella brebissoni,Surirella linearis constricta
42,Foy-001,0,0,0,0.952662722,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0,0.026627219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.5,Foy-002,0,0,0,0.957703927,0.003021148,0,0,0,0,0,0,0,0,0,0.006042296,0,0,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012084592,0,0,0,0,0,0,0,0,0.018126888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.5,Foy-003,0,0,0,0.930722892,0.006024096,0,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0.003012048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006024096,0,0,0,0,0,0,0.003012048,0,0,0,0,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003012048,0,0.021084337,0,0,0,0,0,0,0,0,0.018072289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Foy-004,0,0,0,0.94084507,0.002816901,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008450704,0,0,0,0,0,0,0,0,0.022535211,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Foy-005,0,0,0,0.935933148,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005571031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008356546,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005571031,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0.011142061,0,0.005571031,0,0,0,0,0,0,0,0,0.016713092,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Foy-006,0,0,0,0.96056338,0,0,0,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0.002816901,0,0.022535211,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,Foy-007,0,0,0,0.95821727,0,0,0,0,0,0,0,0,0,0,0.011142061,0,0,0,0,0,0,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008356546,0,0,0,0,0,0,0,0,0,0,0.011142061,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Foy-008,0,0,0,0.882198953,0,0,0,0,0,0,0,0,0,0.007853403,0.002617801,0,0,0,0,0,0,0.002617801,0,0,0,0,0,0.013089005,0,0,0,0,0,0,0,0,0,0,0,0,0.005235602,0,0.010471204,0,0.002617801,0,0.005235602,0,0,0.002617801,0,0,0,0,0.002617801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007853403,0,0,0,0,0.013089005,0,0.015706806,0,0,0,0,0,0,0,0,0.018324607,0,0,0.002617801,0,0,0.002617801,0,0.002617801,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Foy-009,0,0,0,0.926121372,0,0,0,0,0,0,0,0,0,0,0,0,0.002638522,0,0,0,0,0,0,0,0,0,0,0.005277045,0,0,0,0,0,0,0,0,0,0.005277045,0,0,0,0.007915567,0.002638522,0,0,0,0.005277045,0,0,0.007915567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005277045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013192612,0,0,0,0,0,0,0,0,0.01055409,0.002638522,0,0,0,0,0,0,0.005277045,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,Foy-010,0,0,0,0.909589041,0,0,0,0,0,0,0,0,0,0.005479452,0.005479452,0,0,0,0,0,0,0,0,0,0,0,0,0.010958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002739726,0.005479452,0,0,0,0,0,0,0,0,0,0,0,0.002739726,0,0,0.005479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005479452,0,0,0,0,0,0,0.002739726,0,0,0,0,0,0,0,0,0.032876712,0,0,0,0,0,0.005479452,0,0,0,0,0,0,0,0,0,0,0,0.005479452,0,0,0
13,Foy-011,0,0,0,0.895833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0.002604167,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0.002604167,0.013020833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0.005208333,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.005208333,0,0,0.015625,0,0,0.002604167,0.002604167,0,0,0,0.013020833,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,Foy-012,0,0,0,0.882978723,0,0,0,0,0,0,0,0,0,0,0.005319149,0,0,0,0,0,0,0.005319149,0,0,0,0,0,0.007978723,0,0,0,0,0,0,0.005319149,0,0,0.005319149,0,0,0,0.005319149,0.015957447,0,0,0,0.002659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005319149,0.002659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015957447,0,0,0,0,0,0,0,0,0.034574468,0,0,0,0,0,0,0,0.005319149,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Foy-013,0,0,0,0.91813602,0.002518892,0,0,0,0,0,0,0,0.001259446,0,0.001259446,0,0.003778338,0,0,0,0,0,0,0,0,0.001259446,0,0.010075567,0,0,0.002518892,0,0.002518892,0,0.001259446,0,0,0.003778338,0,0,0,0.002518892,0.002518892,0,0,0,0,0,0,0.001259446,0,0,0,0,0.001259446,0,0,0.003778338,0,0,0,0,0,0.001259446,0,0,0,0,0,0,0,0.002518892,0,0,0,0,0,0,0.007556675,0,0,0,0.002518892,0,0.007556675,0.001259446,0,0.017632242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.5,Foy-014,0,0,0,0.959128065,0.008174387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002724796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005449591,0,0,0,0,0,0,0.002724796,0,0,0,0,0.005449591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008174387,0,0,0,0,0,0.005449591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002724796,0,0,0
-9.5,Foy-015,0,0,0,0.947780679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010443864,0,0,0,0,0,0,0,0,0,0.002610966,0,0,0,0.005221932,0.002610966,0,0,0,0,0,0,0.002610966,0,0,0,0,0.002610966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010443864,0.005221932,0,0.005221932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005221932,0,0,0
-15,Foy-016,0,0,0,0.901719902,0,0,0,0,0,0,0,0,0,0,0.002457002,0,0.002457002,0,0,0,0,0,0,0,0,0.002457002,0,0.007371007,0,0,0,0,0.004914005,0,0,0,0,0.007371007,0,0,0,0,0.007371007,0,0,0,0.002457002,0.002457002,0,0.004914005,0,0,0,0,0.00982801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002457002,0,0,0,0,0,0,0,0,0.036855037,0,0.002457002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002457002,0,0,0
-20.5,Foy-017,0,0,0,0.816489362,0.045212766,0.007978723,0,0,0,0,0,0,0,0.002659574,0.002659574,0,0,0,0,0,0,0,0,0,0,0,0,0.02393617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0,0,0,0,0,0,0.005319149,0,0,0,0,0.005319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058510638,0,0.002659574,0,0,0,0,0,0.010638298,0,0,0,0,0,0,0,0,0,0.005319149,0,0,0
-26.5,Foy-018,0.001876173,0,0,0.407129456,0.018761726,0.003752345,0,0,0,0,0,0,0,0.016885553,0.009380863,0,0,0,0,0,0,0,0,0,0,0,0,0.157598499,0,0,0,0,0,0,0,0,0,0.016885553,0,0,0.00750469,0,0.009380863,0,0,0.003752345,0,0,0,0.003752345,0,0,0,0,0.009380863,0,0,0.00750469,0,0,0,0,0,0.022514071,0,0,0,0,0,0,0,0.020637899,0,0,0,0,0.011257036,0,0.075046904,0,0,0,0,0,0,0,0,0.157598499,0.001876173,0,0,0,0,0.003752345,0,0.033771107,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.5,Foy-019,0,0,0,0.525641026,0.002564103,0,0,0,0,0,0,0,0,0.020512821,0.002564103,0,0,0,0,0,0,0,0,0,0,0,0,0.061538462,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0.005128205,0.002564103,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0.033333333,0,0,0,0,0,0,0,0,0.102564103,0,0.002564103,0,0,0,0,0,0.212820513,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0
-45,Foy-020,0,0,0,0.945876289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0,0.00257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0,0,0,0,0,0,0,0,0.00257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0.010309278,0,0,0,0,0,0,0,0,0.030927835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-54,Foy-021,0,0,0,0.914127424,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0.008310249,0,0,0.005540166,0,0,0,0,0,0.002770083,0.002770083,0,0,0.005540166,0,0,0,0.002770083,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0.002770083,0.002770083,0,0,0,0,0,0,0.008310249,0,0,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0,0.016620499,0,0.002770083,0,0.002770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0
-59.5,Foy-022,0,0,0,0.964630225,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0.012861736,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006430868,0.006430868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-64,Foy-023,0,0,0,0.930693069,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0.00990099,0,0,0,0,0.00990099,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-68,Foy-024,0,0,0,0.950980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-70,Foy-025,0,0,0,0.949494949,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-71,Foy-026,0,0,0,0.530612245,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0,0,0.06122449,0.020408163,0.020408163,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0,0,0,0,0.224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-72.5,Foy-032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-74,Foy-035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-75,Foy-037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-77.5,Foy-038,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-79,Foy-039,0.06,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-80,Foy-040*,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-81,Foy-042*,0,0,0,0.716734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.020204082,0.01,0,0.030204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.020408163,0,0,0,0,0,0,0.142244898,0,0,0,0,0,0,0,0,0,0.020204082,0,0,0,0,0,0,0,0,0,0,0,0,0
-82,Foy-044,0,0,0,0.897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-85,Foy-045,0,0,0,0.979166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-90,Foy-046,0.007042254,0,0,0.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-95,Foy-047,0,0,0,0.964630225,0,0,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0.006430868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009646302,0,0,0,0,0,0,0,0,0
-100,Foy-048,0,0,0,0.98816568,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-105,Foy-049,0,0,0,0.98816568,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-110,Foy-050,0,0,0,0.975806452,0,0,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008064516,0,0,0,0,0,0,0,0.002688172,0,0,0,0,0.002688172,0.002688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0,0,0,0,0,0,0
-115,Foy-051,0,0,0,0.962059621,0,0,0,0,0,0,0,0,0,0.005420054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010840108,0,0,0,0,0,0,0,0,0,0,0,0,0.005420054,0,0.002710027,0,0,0,0.008130081,0,0,0.005420054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-120,Foy-052,0,0,0,0.944751381,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812155,0,0,0,0,0,0,0.005524862,0.005524862,0,0,0,0,0.008287293,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-125,Foy-053,0,0,0,0.957104558,0,0,0,0,0,0,0,0,0,0,0.00536193,0,0.002680965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002680965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536193,0,0,0,0,0,0.013404826,0,0,0,0,0,0,0,0,0,0,0,0,0.002680965,0,0,0.00536193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536193,0,0,0,0,0,0,0,0,0
-130,Foy-054,0,0,0,0.95567867,0,0,0,0,0,0,0,0,0,0.005540166,0,0,0.008310249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0.002770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0.005540166,0,0,0.002770083,0,0,0,0,0.002770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0
-135,Foy-055,0,0,0,0.921671018,0.015665796,0,0,0,0,0,0,0,0,0.010443864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002610966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002610966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010443864,0,0,0,0,0,0,0,0,0,0.002610966,0,0,0.002610966,0.018276762,0,0,0,0,0,0,0,0,0,0.01305483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-140,Foy-056,0,0,0,0.96031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0.002645503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002645503,0,0,0
-145,Foy-057,0,0,0,0.876884422,0,0,0,0,0,0,0,0,0,0,0.005025126,0,0,0,0,0,0,0,0,0,0,0,0,0.002512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005025126,0,0,0,0,0,0,0.005025126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007537688,0,0,0,0,0,0,0,0,0,0.010050251,0,0,0,0.057788945,0.007537688,0,0,0,0,0,0.010050251,0,0,0.012562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-150,Foy-058,0,0,0,0.888020833,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0.0078125,0,0,0,0,0.002604167,0,0,0.002604167,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0.002604167,0,0.005208333,0,0,0,0.036458333,0,0,0,0,0,0,0,0.0078125,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
